ensgid	CRE_1_S1	CRE_2_S2	CRE_3_S3	CRE_4_S4	DKO_1_S5	DKO_2_S6	DKO_3_S7	DKO_4_S8
ENSMUSG00000062154.14	2	0	0	0	0	0	0	1
ENSMUSG00000062157.6	119	97	152	114	49	54	70	80
ENSMUSG00000062162.2	0	0	0	0	0	0	0	0
ENSMUSG00000062165.3	0	0	0	0	0	0	0	0
ENSMUSG00000062168.12	2	0	1	1	2	0	4	0
ENSMUSG00000062169.13	880	869	868	787	633	863	872	1083
ENSMUSG00000062170.12	0	0	2	1	0	2	0	1
ENSMUSG00000062175.13	137	111	107	91	83	101	117	153
ENSMUSG00000062181.14	0	0	0	0	0	0	0	0
ENSMUSG00000062184.11	27	12	25	22	45	26	19	18
ENSMUSG00000062186.2	0	0	0	0	0	0	0	0
ENSMUSG00000062190.12	512	484	485	401	986	1019	1033	1454
ENSMUSG00000062198.5	191	177	185	150	92	142	151	153
ENSMUSG00000062199.2	0	0	0	0	0	0	0	0
ENSMUSG00000062200.14	0	0	0	0	0	0	0	0
ENSMUSG00000062201.4	0	0	0	0	0	0	0	0
ENSMUSG00000062202.14	1228	1387	1306	932	1538	1369	1764	1908
ENSMUSG00000062203.15	1899	1964	1963	1740	2496	3046	3384	3712
ENSMUSG00000062204.1	4	2	3	0	5	0	14	12
ENSMUSG00000062209.15	4	5	1	6	7	0	1	3
ENSMUSG00000062210.13	258	265	238	307	278	396	487	454
ENSMUSG00000062224.6	0	0	0	0	0	0	0	0
ENSMUSG00000062226.5	0	0	0	0	0	0	0	0
ENSMUSG00000062232.14	7624	7854	8005	6578	5056	6103	6512	7527
ENSMUSG00000062234.14	3063	3175	3329	2575	3222	3202	3888	4635
ENSMUSG00000062235.6	1	1	1	22	75	43	37	35
ENSMUSG00000062245.4	0	1	0	0	0	0	0	0
ENSMUSG00000062248.5	33	53	23	43	278	341	401	620
ENSMUSG00000062252.9	11	28	29	14	10	23	43	48
ENSMUSG00000062257.13	27	28	24	45	3	27	19	1
ENSMUSG00000062270.14	5418	5714	5880	4678	7036	6503	8103	9292
ENSMUSG00000062272.4	0	0	0	0	0	3	0	0
ENSMUSG00000062275.7	0	0	0	0	0	0	0	0
ENSMUSG00000062278.2	0	0	0	0	0	0	0	0
ENSMUSG00000062279.6	1	0	0	5	0	0	4	0
ENSMUSG00000062282.4	0	0	0	0	0	0	0	0
ENSMUSG00000062284.5	10	6	4	3	5	11	8	9
ENSMUSG00000062296.8	0	0	0	0	0	4	0	1
ENSMUSG00000062300.14	664	591	593	616	1639	1514	1838	2466
ENSMUSG00000062309.8	4	5	3	9	7	9	6	4
ENSMUSG00000062310.7	2	1	0	5	6	3	11	11
ENSMUSG00000062312.5	1567	1595	1694	1339	1815	1649	1921	2517
ENSMUSG00000062314.3	0	0	0	0	0	0	0	0
ENSMUSG00000062319.2	6	28	14	22	6	5	7	11
ENSMUSG00000062327.10	0	0	1	4	0	0	4	1
ENSMUSG00000062328.8	2833	3274	2597	2499	4641	4433	6274	7106
ENSMUSG00000062329.4	547	607	472	542	34	80	31	50
ENSMUSG00000062342.3	0	0	0	0	0	0	0	0
ENSMUSG00000062345.10	15	12	5	8	10	2	7	19
ENSMUSG00000062352.15	521	528	429	423	418	556	744	829
ENSMUSG00000062353.6	8	13	8	12	16	16	28	27
ENSMUSG00000062365.4	0	0	0	0	0	0	1	0
ENSMUSG00000062369.2	0	0	0	0	0	0	0	0
ENSMUSG00000062372.13	0	4	3	0	2	0	2	6
ENSMUSG00000062373.8	2001	2404	2439	1979	2170	2146	2669	3095
ENSMUSG00000062376.7	93	98	140	71	206	145	171	225
ENSMUSG00000062380.4	5	11	14	40	379	190	429	298
ENSMUSG00000062382.9	8	7	10	5	15	12	10	18
ENSMUSG00000062391.3	0	0	0	0	0	0	0	0
ENSMUSG00000062393.13	0	0	3	0	0	7	4	3
ENSMUSG00000062397.8	2559	2817	2704	2160	2321	2786	2820	3564
ENSMUSG00000062400.3	0	0	0	0	0	0	0	0
ENSMUSG00000062410.14	0	1	0	0	0	8	1	1
ENSMUSG00000062421.13	1526	1514	1448	1457	5017	3974	5585	6672
ENSMUSG00000062426.2	0	0	0	0	0	0	0	0
ENSMUSG00000062432.4	5	10	10	7	13	16	11	17
ENSMUSG00000062433.3	0	0	0	0	0	0	0	0
ENSMUSG00000062434.2	0	0	0	0	0	0	0	0
ENSMUSG00000062438.4	2	7	7	9	15	1	10	14
ENSMUSG00000062444.15	0	0	0	0	7	5	13	15
ENSMUSG00000062456.4	2	8	2	6	16	9	9	17
ENSMUSG00000062458.5	4	6	4	5	20	25	29	32
ENSMUSG00000062461.7	14	15	24	6	12	9	24	22
ENSMUSG00000062464.6	0	0	0	0	0	0	0	0
ENSMUSG00000062470.10	71	63	62	88	58	49	75	63
ENSMUSG00000062472.6	0	0	0	0	0	0	0	0
ENSMUSG00000062477.5	0	0	0	0	0	0	0	0
ENSMUSG00000062478.16	0	0	0	0	0	0	0	1
ENSMUSG00000062480.12	14	22	21	6	7	24	21	29
ENSMUSG00000062483.4	0	0	0	0	0	0	0	0
ENSMUSG00000062488.9	208	196	221	126	97	163	159	163
ENSMUSG00000062496.9	0	0	1	0	33	30	46	61
ENSMUSG00000062497.3	0	0	0	0	0	0	0	0
ENSMUSG00000062510.12	35	29	31	28	257	426	334	569
ENSMUSG00000062511.6	0	0	0	0	0	0	0	0
ENSMUSG00000062515.3	245	157	257	338	770	723	925	1791
ENSMUSG00000062518.7	0	0	0	0	0	1	0	0
ENSMUSG00000062519.13	1028	1029	1199	894	632	694	851	941
ENSMUSG00000062524.4	1	0	0	0	5	10	3	6
ENSMUSG00000062526.4	202	217	197	184	207	148	263	305
ENSMUSG00000062527.6	0	0	0	0	0	0	0	0
ENSMUSG00000062528.2	0	0	0	0	0	0	0	0
ENSMUSG00000062542.11	0	0	3	2	7	6	3	0
ENSMUSG00000062543.8	0	0	0	0	0	0	0	0
ENSMUSG00000062545.4	6	21	8	4	20	8	18	14
ENSMUSG00000062546.5	0	0	0	0	0	0	0	0
ENSMUSG00000062551.13	0	0	0	0	0	0	0	0
ENSMUSG00000062553.3	2	0	4	0	0	0	0	0
ENSMUSG00000062554.7	1	1	2	1	3	1	1	6
ENSMUSG00000062556.3	0	0	0	0	0	0	0	0
ENSMUSG00000062561.3	2	7	6	0	2	5	1	0
ENSMUSG00000062563.15	78	89	89	102	13	38	47	31
ENSMUSG00000062564.12	0	0	0	0	0	0	0	0
ENSMUSG00000062580.9	945	870	850	830	987	1318	1414	1488
ENSMUSG00000062582.6	1	0	0	0	0	0	0	0
ENSMUSG00000062585.11	310	329	445	260	263	237	326	416
ENSMUSG00000062588.4	15	3	8	6	7	5	8	5
ENSMUSG00000062590.13	250	350	336	301	239	306	305	336
ENSMUSG00000062591.5	57	112	70	57	39	59	45	54
ENSMUSG00000062593.17	0	0	0	0	0	0	0	0
ENSMUSG00000062598.3	0	0	0	0	0	0	0	0
ENSMUSG00000062604.11	1211	1337	1375	1101	1196	1348	1435	1732
ENSMUSG00000062608.5	0	0	0	0	0	0	0	0
ENSMUSG00000062609.14	408	551	717	538	503	454	510	787
ENSMUSG00000062611.4	24	27	15	16	31	45	54	50
ENSMUSG00000062619.6	89	109	71	78	75	115	138	139
ENSMUSG00000062621.3	0	0	0	0	0	0	0	0
ENSMUSG00000062624.5	0	0	0	0	0	0	0	0
ENSMUSG00000062627.9	1842	2155	2029	1495	1245	1413	1725	1812
ENSMUSG00000062629.4	0	0	0	0	0	0	0	0
ENSMUSG00000062638.11	2	3	5	0	0	0	0	0
ENSMUSG00000062646.12	546	573	605	490	336	385	424	540
ENSMUSG00000062647.16	5052	5010	4711	3665	6775	7734	9511	11270
ENSMUSG00000062649.6	0	0	0	0	0	0	0	0
ENSMUSG00000062651.4	0	0	0	0	0	0	0	0
ENSMUSG00000062661.6	26	28	29	15	42	65	79	60
ENSMUSG00000062683.11	566	481	543	434	840	890	1029	1366
ENSMUSG00000062687.6	0	1	0	0	0	0	0	2
ENSMUSG00000062691.10	19	38	27	29	48	37	43	70
ENSMUSG00000062694.7	0	0	0	0	5	1	9	8
ENSMUSG00000062704.3	2	11	1	12	3	16	7	4
ENSMUSG00000062705.7	2	2	0	6	0	4	4	2
ENSMUSG00000062712.3	0	0	0	0	0	0	0	0
ENSMUSG00000062713.8	6	0	1	1	4	1	2	2
ENSMUSG00000062727.4	2	3	13	9	411	503	485	788
ENSMUSG00000062729.11	517	618	609	552	565	540	645	813
ENSMUSG00000062732.10	0	0	0	0	0	0	0	0
ENSMUSG00000062737.13	0	0	0	0	0	0	0	0
ENSMUSG00000062742.4	0	0	0	0	0	1	3	1
ENSMUSG00000062743.9	69	52	93	36	35	51	44	47
ENSMUSG00000062751.5	0	0	0	0	0	0	0	0
ENSMUSG00000062753.14	138	145	134	123	138	107	161	219
ENSMUSG00000062757.2	0	0	0	0	0	0	0	0
ENSMUSG00000062758.6	2	3	1	5	1	7	1	7
ENSMUSG00000062760.11	21	16	6	13	3	10	22	10
ENSMUSG00000062761.7	720	919	889	778	1081	924	1115	1383
ENSMUSG00000062762.17	1281	1275	1229	1133	1474	1558	1770	2078
ENSMUSG00000062773.6	0	0	0	0	0	0	0	0
ENSMUSG00000062778.12	287	313	384	288	151	182	160	229
ENSMUSG00000062782.4	0	0	0	0	0	0	0	0
ENSMUSG00000062785.14	175	160	194	144	67	116	102	177
ENSMUSG00000062791.4	0	0	0	0	0	0	0	0
ENSMUSG00000062793.6	0	0	0	0	0	0	0	0
ENSMUSG00000062794.8	14	12	23	15	20	35	42	55
ENSMUSG00000062797.14	467	475	484	440	540	486	713	796
ENSMUSG00000062814.9	0	0	0	0	0	0	0	0
ENSMUSG00000062818.7	0	0	0	0	0	0	0	0
ENSMUSG00000062822.8	848	970	913	760	775	547	776	1130
ENSMUSG00000062825.15	19816	19327	18548	14747	22103	21957	27279	29452
ENSMUSG00000062826.7	0	0	0	0	0	1	0	0
ENSMUSG00000062833.2	0	0	0	0	0	0	0	0
ENSMUSG00000062844.6	0	0	0	0	0	0	0	0
ENSMUSG00000062846.7	2	8	14	3	4	9	16	7
ENSMUSG00000062859.15	96	114	96	73	34	50	53	68
ENSMUSG00000062861.8	321	343	381	289	1099	815	1108	1448
ENSMUSG00000062866.16	10904	11952	12116	8996	7645	7861	8541	9518
ENSMUSG00000062867.13	1113	1079	1254	949	1624	2057	2062	2441
ENSMUSG00000062868.4	0	0	0	0	0	0	0	0
ENSMUSG00000062873.7	0	0	0	0	0	0	0	0
ENSMUSG00000062874.6	0	0	0	0	0	0	2	0
ENSMUSG00000062878.3	0	0	0	0	0	0	0	0
ENSMUSG00000062892.4	0	0	0	0	0	0	0	0
ENSMUSG00000062896.3	6	3	7	8	12	7	14	14
ENSMUSG00000062901.3	4295	5157	5535	3871	4016	2737	3786	4897
ENSMUSG00000062905.2	0	0	4	0	2	6	5	0
ENSMUSG00000062906.12	629	687	673	493	409	625	695	938
ENSMUSG00000062908.12	974	1071	1113	810	1090	959	1114	1382
ENSMUSG00000062914.3	0	0	0	0	0	0	0	0
ENSMUSG00000062929.8	1168	1264	1106	1130	2063	1748	2378	2612
ENSMUSG00000062931.15	86	125	138	86	107	112	147	204
ENSMUSG00000062933.7	442	428	431	329	670	840	1085	1367
ENSMUSG00000062937.7	581	605	569	555	521	863	808	781
ENSMUSG00000062939.11	5	10	20	12	15	29	46	9
ENSMUSG00000062944.4	245	194	222	209	221	248	265	301
ENSMUSG00000062949.13	3334	3532	3957	2830	1981	2433	2612	2925
ENSMUSG00000062952.1	0	0	0	0	0	0	0	0
ENSMUSG00000062960.10	49487	48059	50985	40716	23783	35388	38301	37718
ENSMUSG00000062961.7	0	0	2	0	0	0	0	7
ENSMUSG00000062962.5	0	0	0	0	0	0	0	0
ENSMUSG00000062963.10	536	642	540	466	1195	924	1297	1566
ENSMUSG00000062980.15	1282	1929	1702	1368	1357	1136	1385	1607
ENSMUSG00000062981.5	293	349	249	245	262	362	464	498
ENSMUSG00000062987.6	0	0	0	0	0	0	0	0
ENSMUSG00000062991.9	140	178	206	186	830	434	891	1261
ENSMUSG00000062995.12	2074	2150	2215	1816	1297	1352	1466	1987
ENSMUSG00000062997.6	864	891	730	661	1501	1469	1923	2017
ENSMUSG00000063001.10	0	0	0	1	0	4	2	0
ENSMUSG00000063011.7	418	606	513	648	409	387	312	443
ENSMUSG00000063015.12	3372	3922	3779	3172	5262	4614	5470	6960
ENSMUSG00000063018.6	4	5	3	9	5	5	5	5
ENSMUSG00000063019.5	429	523	507	349	437	416	435	539
ENSMUSG00000063020.2	0	0	0	0	0	0	0	0
ENSMUSG00000063021.3	1	5	2	4	99	224	159	231
ENSMUSG00000063047.9	486	641	627	505	381	450	527	619
ENSMUSG00000063049.4	171	170	215	145	243	230	266	327
ENSMUSG00000063052.9	306	392	425	319	399	518	491	605
ENSMUSG00000063058.2	0	0	0	0	0	0	0	0
ENSMUSG00000063060.6	8820	8162	7674	6602	6252	6807	9868	11070
ENSMUSG00000063063.12	0	0	2	0	0	0	0	0
ENSMUSG00000063065.13	9031	8629	8582	6947	10236	10226	11563	13626
ENSMUSG00000063077.15	10033	10155	10668	8879	9869	9902	11572	13318
ENSMUSG00000063087.15	262	368	310	245	230	223	327	283
ENSMUSG00000063089.4	1	0	2	2	0	0	0	0
ENSMUSG00000063106.6	0	0	0	0	0	0	0	0
ENSMUSG00000063108.15	1530	1694	1721	1282	1518	1595	2046	2360
ENSMUSG00000063109.13	8	11	17	21	0	9	4	14
ENSMUSG00000063116.4	0	0	0	0	0	0	0	0
ENSMUSG00000063120.5	0	0	0	0	0	0	0	0
ENSMUSG00000063129.1	1	3	1	15	35	33	21	19
ENSMUSG00000063130.4	3	6	8	12	0	1	3	2
ENSMUSG00000063133.2	0	0	0	0	0	0	0	0
ENSMUSG00000063137.5	0	2	0	0	0	2	0	4
ENSMUSG00000063142.15	5	19	4	37	35	41	33	28
ENSMUSG00000063145.10	44	91	71	48	64	70	83	107
ENSMUSG00000063146.11	1240	1378	1170	1195	2485	2209	3341	3613
ENSMUSG00000063157.9	0	0	0	0	0	0	0	0
ENSMUSG00000063160.12	491	430	491	400	714	584	724	956
ENSMUSG00000063163.13	0	0	0	0	0	0	2	0
ENSMUSG00000063166.4	0	0	0	0	0	1	0	0
ENSMUSG00000063171.4	786	659	781	598	738	812	800	941
ENSMUSG00000063172.13	45	45	39	47	27	64	67	70
ENSMUSG00000063173.2	0	0	0	0	0	0	0	0
ENSMUSG00000063176.2	0	0	0	0	0	0	0	0
ENSMUSG00000063177.6	0	0	0	0	0	0	0	0
ENSMUSG00000063179.13	140	149	159	128	78	130	104	140
ENSMUSG00000063188.4	0	0	0	0	0	0	0	0
ENSMUSG00000063193.9	2	15	14	1	36	32	37	30
ENSMUSG00000063200.4	907	1023	993	945	918	828	988	1147
ENSMUSG00000063206.4	0	0	0	0	0	0	0	0
ENSMUSG00000063216.3	0	0	0	0	0	0	0	0
ENSMUSG00000063221.6	0	0	0	0	0	0	0	0
ENSMUSG00000063225.1	0	0	0	0	0	0	0	0
ENSMUSG00000063229.15	2299	2374	2330	2215	3777	4486	5475	6274
ENSMUSG00000063230.5	0	0	0	0	0	0	0	0
ENSMUSG00000063232.16	0	0	0	0	0	0	0	0
ENSMUSG00000063234.5	3	4	1	3	7	11	3	3
ENSMUSG00000063235.16	88	120	98	78	197	216	223	263
ENSMUSG00000063236.6	797	761	719	626	995	807	983	1343
ENSMUSG00000063239.17	9	12	20	7	0	2	9	14
ENSMUSG00000063240.6	0	0	0	0	0	0	0	0
ENSMUSG00000063245.11	2	6	9	10	11	12	7	7
ENSMUSG00000063251.6	0	0	0	0	0	0	0	0
ENSMUSG00000063252.7	0	0	0	0	0	0	0	0
ENSMUSG00000063253.11	767	805	821	587	856	922	1208	1351
ENSMUSG00000063260.2	5	8	12	1	11	2	6	5
ENSMUSG00000063268.12	1481	1665	1565	1347	1401	1487	1514	1962
ENSMUSG00000063273.11	2399	2762	2756	2290	2868	3634	4109	4214
ENSMUSG00000063275.15	107	124	116	93	103	114	144	198
ENSMUSG00000063277.7	0	0	0	0	0	0	0	0
ENSMUSG00000063281.9	601	599	579	547	502	538	560	711
ENSMUSG00000063286.7	2370	2529	2508	1943	1240	1477	1521	1279
ENSMUSG00000063296.5	32	47	20	11	20	12	19	14
ENSMUSG00000063297.7	0	0	2	0	5	6	0	0
ENSMUSG00000063305.10	0	0	0	0	0	0	0	0
ENSMUSG00000063314.5	21	38	11	8	36	8	19	20
ENSMUSG00000063316.13	995	996	939	817	1616	1699	2087	2394
ENSMUSG00000063317.7	2466	2746	2834	2132	4061	4728	4747	5748
ENSMUSG00000063320.11	43	66	45	68	62	28	57	53
ENSMUSG00000063328.6	1	1	0	2	5	1	6	0
ENSMUSG00000063334.16	883	884	799	686	641	730	824	972
ENSMUSG00000063350.6	0	0	0	0	0	0	0	0
ENSMUSG00000063354.7	520	648	557	501	215	324	328	302
ENSMUSG00000063358.17	4307	4259	4588	3574	4331	4793	5502	6059
ENSMUSG00000063362.13	817	872	894	731	467	607	585	634
ENSMUSG00000063364.10	34	43	42	42	26	35	90	86
ENSMUSG00000063374.4	0	0	0	0	0	0	0	0
ENSMUSG00000063376.6	0	11	1	4	2	0	3	1
ENSMUSG00000063380.3	0	0	0	0	0	0	0	0
ENSMUSG00000063382.6	5522	5041	5263	4701	1835	2316	2006	3067
ENSMUSG00000063383.5	20	25	29	16	10	16	22	18
ENSMUSG00000063386.2	0	0	0	0	0	0	0	0
ENSMUSG00000063388.5	6	10	2	4	25	19	21	17
ENSMUSG00000063394.3	0	0	0	0	0	0	0	0
ENSMUSG00000063406.11	1598	1748	1658	1338	1593	1919	2183	2442
ENSMUSG00000063409.12	8	13	19	6	6	2	19	28
ENSMUSG00000063410.8	2160	2240	2489	2092	1662	1794	2135	2607
ENSMUSG00000063412.4	4	1	8	14	8	16	12	6
ENSMUSG00000063415.12	1294	1961	851	2188	1642	717	368	960
ENSMUSG00000063428.8	23	51	58	25	12	12	19	32
ENSMUSG00000063430.9	34	27	26	20	31	16	47	34
ENSMUSG00000063434.6	0	0	0	0	2	0	0	0
ENSMUSG00000063439.7	88	101	84	75	79	111	110	151
ENSMUSG00000063442.5	0	0	0	0	0	0	0	0
ENSMUSG00000063445.14	64	43	36	26	170	173	177	144
ENSMUSG00000063446.4	1	0	1	0	0	0	0	1
ENSMUSG00000063447.7	30	46	36	24	10	10	33	35
ENSMUSG00000063450.14	20999	23423	21868	16479	8964	12847	12480	13556
ENSMUSG00000063455.16	2167	2068	2753	2147	256	666	346	414
ENSMUSG00000063457.14	4118	4514	3870	3524	4892	5436	6294	7481
ENSMUSG00000063458.13	94	103	92	113	91	117	147	136
ENSMUSG00000063478.2	0	0	0	0	0	0	0	0
ENSMUSG00000063480.8	981	986	968	783	799	1000	1074	1189
ENSMUSG00000063488.6	73	102	142	53	49	48	25	58
ENSMUSG00000063506.14	24	56	36	36	7	43	49	37
ENSMUSG00000063507.5	0	0	0	0	0	0	0	0
ENSMUSG00000063511.11	2590	2996	2675	2174	2612	2737	3419	4016
ENSMUSG00000063514.3	0	0	0	0	0	0	0	0
ENSMUSG00000063522.5	3	3	2	0	0	0	1	2
ENSMUSG00000063524.13	2237	2100	2006	1783	3473	3627	4911	5387
ENSMUSG00000063529.3	10	33	24	20	12	9	13	17
ENSMUSG00000063531.7	1338	1607	1427	1177	467	614	527	449
ENSMUSG00000063535.7	33	19	41	34	11	20	25	37
ENSMUSG00000063543.5	0	1	0	2	10	4	3	2
ENSMUSG00000063548.3	0	0	0	0	0	1	0	0
ENSMUSG00000063549.4	0	0	0	0	0	0	0	0
ENSMUSG00000063550.8	6145	5745	6163	5162	5315	7087	7050	7537
ENSMUSG00000063556.5	1	0	0	0	0	3	0	0
ENSMUSG00000063558.4	409	452	525	371	549	370	727	726
ENSMUSG00000063564.13	480	669	568	436	346	457	627	781
ENSMUSG00000063568.11	209	226	255	146	1226	814	1297	1474
ENSMUSG00000063576.12	1206	1217	1098	830	1707	1433	2039	2654
ENSMUSG00000063582.2	0	0	0	0	0	0	0	0
ENSMUSG00000063583.6	0	0	4	0	0	0	0	0
ENSMUSG00000063586.1	3	8	3	34	77	70	28	37
ENSMUSG00000063590.3	0	0	0	0	0	0	0	0
ENSMUSG00000063594.5	9	2	9	16	9	12	10	27
ENSMUSG00000063600.14	3	6	8	0	4	2	23	20
ENSMUSG00000063605.5	713	802	825	692	328	372	368	523
ENSMUSG00000063611.5	14	9	17	12	7	16	35	25
ENSMUSG00000063615.6	0	0	0	0	0	0	0	0
ENSMUSG00000063623.4	45	35	36	43	29	12	39	36
ENSMUSG00000063626.6	5	18	4	3	0	4	1	5
ENSMUSG00000063628.2	7	5	5	2	4	7	19	5
ENSMUSG00000063632.6	3440	3581	3563	2718	2100	3148	2648	4211
ENSMUSG00000063646.18	0	4	3	0	0	5	0	0
ENSMUSG00000063651.11	1	10	7	3	0	0	10	2
ENSMUSG00000063652.10	82	73	68	57	80	44	89	75
ENSMUSG00000063656.6	2	0	0	0	0	0	0	0
ENSMUSG00000063659.11	2148	1972	2046	1760	1823	1780	2318	2684
ENSMUSG00000063660.4	0	0	0	0	0	2	0	0
ENSMUSG00000063661.6	0	0	0	0	0	0	0	0
ENSMUSG00000063663.11	904	1017	1146	777	1116	1212	1497	1795
ENSMUSG00000063672.7	0	0	1	0	5	0	0	4
ENSMUSG00000063681.14	3	0	2	6	0	4	14	8
ENSMUSG00000063683.12	0	0	0	0	0	0	0	2
ENSMUSG00000063684.9	10	10	11	5	14	17	13	22
ENSMUSG00000063687.3	132	86	120	68	215	190	236	303
ENSMUSG00000063689.4	9	4	9	6	6	10	15	16
ENSMUSG00000063694.5	297	317	279	308	488	552	639	751
ENSMUSG00000063696.7	40	58	40	89	213	224	169	161
ENSMUSG00000063698.9	109	136	154	111	67	67	124	111
ENSMUSG00000063704.13	47	87	99	57	17	48	47	58
ENSMUSG00000063713.7	0	0	0	0	0	0	0	0
ENSMUSG00000063714.15	29	40	41	11	31	22	39	47
ENSMUSG00000063715.2	0	0	0	0	0	0	0	0
ENSMUSG00000063727.3	130	155	199	132	900	740	1781	945
ENSMUSG00000063728.10	0	0	0	0	0	0	0	0
ENSMUSG00000063730.13	0	1	0	3	1	0	0	0
ENSMUSG00000063739.2	0	0	0	0	0	0	0	1
ENSMUSG00000063751.6	22	31	32	6	8	20	24	23
ENSMUSG00000063754.7	13	21	43	9	9	25	15	38
ENSMUSG00000063760.9	1364	1424	1762	1111	1187	1178	1385	1503
ENSMUSG00000063762.5	0	0	0	0	0	0	0	0
ENSMUSG00000063764.2	0	0	0	0	0	0	0	0
ENSMUSG00000063765.12	25	20	27	28	4	30	24	34
ENSMUSG00000063767.4	5	13	3	1	4	6	7	6
ENSMUSG00000063777.3	0	0	0	0	0	0	0	0
ENSMUSG00000063779.6	0	0	0	0	0	0	0	9
ENSMUSG00000063780.7	0	0	0	0	0	0	0	0
ENSMUSG00000063785.12	653	658	621	654	630	859	945	944
ENSMUSG00000063787.4	176	198	152	164	309	241	303	373
ENSMUSG00000063796.9	0	0	0	0	0	0	0	2
ENSMUSG00000063800.5	667	676	709	640	675	722	893	1007
ENSMUSG00000063801.7	826	886	1027	894	789	818	861	1057
ENSMUSG00000063802.5	383	428	361	347	508	582	623	669
ENSMUSG00000063804.8	1	0	0	0	0	1	0	0
ENSMUSG00000063808.14	663	729	734	486	467	637	528	632
ENSMUSG00000063810.7	674	849	779	574	1271	1456	1747	1770
ENSMUSG00000063816.3	0	0	0	0	0	4	0	2
ENSMUSG00000063820.11	6	9	6	6	12	6	6	20
ENSMUSG00000063821.6	0	0	1	0	0	2	8	14
ENSMUSG00000063823.2	0	0	0	0	0	0	0	0
ENSMUSG00000063827.2	0	0	0	0	0	0	0	0
ENSMUSG00000063830.5	0	0	0	0	0	0	0	1
ENSMUSG00000063838.6	79	81	57	48	27	43	53	76
ENSMUSG00000063842.5	0	0	0	0	0	0	0	0
ENSMUSG00000063844.5	0	0	0	0	0	0	0	0
ENSMUSG00000063846.8	0	0	0	0	0	0	0	0
ENSMUSG00000063849.6	217	278	255	230	298	223	191	344
ENSMUSG00000063851.12	3	2	1	4	66	6	48	34
ENSMUSG00000063856.7	1040	1132	946	979	787	965	1225	1410
ENSMUSG00000063867.2	0	0	0	0	0	0	0	0
ENSMUSG00000063870.12	9879	9370	9355	8259	10135	10945	12333	15148
ENSMUSG00000063873.10	194	324	181	167	608	583	704	1203
ENSMUSG00000063875.6	8	17	11	24	62	51	36	28
ENSMUSG00000063881.11	0	0	0	0	0	0	0	0
ENSMUSG00000063882.12	556	682	597	608	864	910	1118	1415
ENSMUSG00000063884.6	761	950	936	810	707	860	1042	1135
ENSMUSG00000063885.5	0	2	3	7	14	1	7	0
ENSMUSG00000063887.13	6	9	7	4	2	0	2	4
ENSMUSG00000063888.7	1580	1537	1400	1278	1514	1947	1996	2280
ENSMUSG00000063889.16	679	850	775	698	1366	1120	1862	1859
ENSMUSG00000063894.15	1069	1192	1232	1025	824	1021	1020	1288
ENSMUSG00000063895.7	0	3	4	2	0	3	6	4
ENSMUSG00000063900.5	0	0	0	0	0	0	0	0
ENSMUSG00000063902.13	305	288	337	286	478	460	554	711
ENSMUSG00000063903.5	1	2	1	3	0	0	1	0
ENSMUSG00000063904.4	905	995	1018	781	1723	1615	1992	2341
ENSMUSG00000063905.2	0	0	0	0	0	0	0	0
ENSMUSG00000063911.4	20	18	38	12	10	12	16	44
ENSMUSG00000063919.11	4	2	5	6	0	0	1	6
ENSMUSG00000063929.6	142	120	172	67	85	124	146	171
ENSMUSG00000063931.14	578	558	531	422	511	620	688	745
ENSMUSG00000063932.5	0	0	0	0	0	0	0	0
ENSMUSG00000063935.3	0	0	0	0	0	0	0	0
ENSMUSG00000063952.16	1328	1422	1377	1144	1142	1324	1281	1754
ENSMUSG00000063953.3	4	4	4	0	6	1	4	3
ENSMUSG00000063954.7	0	0	0	0	0	0	0	0
ENSMUSG00000063971.7	4	0	1	2	0	0	0	3
ENSMUSG00000063972.13	255	260	211	280	333	327	539	524
ENSMUSG00000063975.13	4	2	1	0	0	2	0	0
ENSMUSG00000063994.5	0	0	0	0	0	0	0	0
ENSMUSG00000063998.4	0	0	0	0	0	0	0	0
ENSMUSG00000064006.6	0	0	0	0	0	0	0	0
ENSMUSG00000064010.12	0	0	0	0	0	0	0	0
ENSMUSG00000064016.4	1	0	2	0	2	0	8	0
ENSMUSG00000064023.4	272	260	324	305	11	107	45	85
ENSMUSG00000064030.15	244	242	280	227	316	338	414	495
ENSMUSG00000064032.2	1	2	10	10	19	12	11	26
ENSMUSG00000064036.15	0	0	0	0	0	0	0	0
ENSMUSG00000064037.13	442	430	488	429	523	657	634	731
ENSMUSG00000064039.4	0	0	0	0	0	0	1	0
ENSMUSG00000064043.13	1129	1136	1257	991	595	645	653	763
ENSMUSG00000064044.2	0	0	0	0	0	0	0	0
ENSMUSG00000064052.3	0	0	0	0	0	0	0	0
ENSMUSG00000064057.12	79	201	139	165	83	87	129	197
ENSMUSG00000064061.13	283	362	453	280	408	555	660	726
ENSMUSG00000064063.6	0	0	0	0	0	0	0	0
ENSMUSG00000064065.15	15	5	6	0	25	19	26	19
ENSMUSG00000064068.15	375	381	342	263	289	360	424	469
ENSMUSG00000064080.12	1957	1745	2066	1796	656	1240	1369	1520
ENSMUSG00000064081.4	0	0	2	0	0	0	0	3
ENSMUSG00000064084.2	0	0	0	0	0	0	0	0
ENSMUSG00000064090.14	93	126	126	73	158	137	159	198
ENSMUSG00000064105.13	422	510	579	332	141	250	294	285
ENSMUSG00000064109.8	3	0	2	9	41	24	54	66
ENSMUSG00000064110.2	0	0	0	0	0	0	0	0
